Crash Record Number,County Code,County Name,Municipality Code,Municipality Name,District Code,District Name,Police Agency Code,Police Agency Name,Crash Year,Crash Month,Day of Week,Time of Day,Hour of Day,Illumination,Weather,Road Condition,Collision Type,Work Zone Type,Work Zone Location,Intersection Type,Traffic Control Device,Location Type,Urban / Rural,Fatality Count,Injury Count,Person Count,Total Unit Count,School Bus Indicator,School Zone Indicator,Latitude,Longitude,Arrival Time,Dispatch Time,Construction Zone Speed Limit,Estimated Hours Closed,Lane Closed,Lane Closure Direction,Notify Highway Maintenance,Special Jurisdiction,Traffic Control Device Function,Traffic Detour,Workers Present,Work Zone Close/Detour,Work Zone Flagger,Work Zone Law Officer,Work Zone Closure,Work Zone Moving,Work Zone Other,Work Zone Shoulder/Median,Vehicle Count,Automobile Count,Motorcycle Count,Bus Count,Small Truck Count,Heavy Truck Count,SUV Count,Van Count,Bicycle Count,Suspected Serious Injury Count,Suspected Minor Injury Count,Possible Injury Count,Total Injury Count,Unknown Injury Degree Count,Unknown Injury Person Count,16 Year Old Driver Count,17 Year Old Driver Count,18 Year Old Driver Count,19 Year Old Driver Count,20 Year Old Driver Count,50-64 Year Old Driver Count,65-74 Year Old Driver Count,75 Plus Year Old Driver Count,Unbelted Occupant Count,Unbelted Death Count,Unbelted Suspected Serious Injury Count,Belted Death Count,Belted Suspected Serious Injury Count,Motorcycle Death Count,Motorcycle Suspected Serious Injury Count,Bicycle Death Count,Bicycle Suspected Serious Injury Count,Pedestrian Count,Pedestrian Death Count,Pedestrian Suspected Serious Injury Count,Maximum Severity Level,Commercial Vehicle Count,Latitude (Decimal),Longitude (Decimal),Roadway Surface Type,Interstate,State Road,Local Road Only,Turnpike,Wet Road,Snow Slush Road,Icy Road,Sudden Deer,Shoulder Related,Rear End,Head On / Opposite Direction Side Swipe,Hit Fixed Object,Single Vehicle Run Off Road,Work Zone,Property Damage Only,Injury or Fatal,Fatal or Suspected Serious Injury,Injury,Fatal,Non Intersection,Intersection,Signalized Intersection,Stop Controlled Intersection,Unsignalized Intersection,School Bus,School Zone,Hit Deer,Hit Tree / Shrub,Hit Embankment,Hit Pole,Hit Guide Rail,Hit Guide Rail End,Hit Barrier,Hit Bridge,Overturned,Motorcycle,Bicycle,Heavy Truck Related,Vehicle Failure,Train / Trolley,Phantom Vehicle,Alcohol Related,Drinking Driver,Underage Drinking Driver,Unlicensed,Distracted,Cell Phone,No Clearance,Running Red Light,Tailgating,Cross Median,Curved Road,Curve Driver Error,Limit 65 MPH,Speeding,Speeding Related,Aggressive Driving,Fatigue / Asleep,Driver 16 Years Old,Driver 17 Years Old,Driver 18 Years Old,Driver 19 Years Old,Driver 20 Years Old,Driver 50 - 64 Years Old,Driver 65 - 74 Years Old,Driver 75 Plus,Unbelted,Pedestrian,Commercial Vehicle,PSP Reported,NHTSA Aggressive Driving,Deer Related,Illumination Dark,Running Stop Sign,Train,Trolley,Hit Parked Vehicle,Fire In Vehicle,Vehicle Towed,Hazardous Truck,Suspected Serious Injury,Suspected Minor Injury,Possible Injury,Motorcycle Drinking Driver,Drug Related,Illegal Drug Related,School Bus Unit,Drugged Driver,Impaired Driver,Geographic Location
2016000082,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2016,01,6,0409,04,Dark street lights,No adverse conditions,Dry,Rear-end, , ,Four way intersection,Traffic signal, ,Urban,0,0,2,2,No,No,40 26:3.397 ,79 59:22.901,0414,0409,  ,1,Yes,North, , ,Device Functioning properly, , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.4343,-79.9897, ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4343, -79.9897)"
2016000094,23,Delaware,23301,Chester City,06,District 6-0,23301,CHESTER CITY,2016,01,6,0132,01,Dark street lights,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,1,1,3,No,No,39 51:02.080,75 22:22.714,0136,0135,  ,3, ,North And South, , ,No Controls, , , , , , , , , ,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,39.8506,-75.373, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"(39.8506, -75.373)"
2016000095,39,Lehigh,39301,Allentown City,05,District 5-0,39301,ALLENTOWN CITY,2016,01,6,0306,03,Dark street lights,No adverse conditions,Dry,Sideswipe (Opposite dir.), , ,Mid-block,Not applicable, ,Urban,0,3,5,2,No,No,40 35:49.546,75 28:01.657,0315,0306,  ,2,Yes,North, , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.5971,-75.4671, ,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,"(40.5971, -75.4671)"
2016000112,35,Lackawanna,35302,Scranton City,04,District 4-0,35302,SCRANTON CITY,2016,01,6,0909,09,Daylight,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable, ,Urban,0,0,1,1,No,No,41 24:58.849,75 40:12.035,0915,0909,  , ,No, , , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4163,-75.67, ,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(41.4163, -75.67)"
2016000118,39,Lehigh,39301,Allentown City,05,District 5-0,39301,ALLENTOWN CITY,2016,01,6,1000,10,Daylight,No adverse conditions,Dry,Angle, , ,Other,Not applicable, ,Urban,0,0,3,2,No,No,40 37:29.440,75 26:05.399,1012,1003,  ,1,Yes,West, , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6248,-75.4348, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.6248, -75.4348)"
2016000119,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2016,01,6,0930,09,Daylight,No adverse conditions,Dry,Hit fixed object, , ,T intersection,Not applicable, ,Urban,0,0,2,1,No,No,40 27:08.946,79 52:24.945,1942,0937,  ,1,Yes,North, , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,40.4525,-79.8736, ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4525, -79.8736)"
2016000121,25,Erie,25213,Millcreek Twp,01,District 1-0,25213,MILLCREEK TWP,2016,01,6,1055,10,Daylight,Snow,Snow covered,Angle, , ,Mid-block,Not applicable, ,Urban,0,3,4,2,No,No,42 04:40.243,80 05:31.141,1102,1055,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42.0778,-80.092, ,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,"(42.0778, -80.092)"
2016000124,06,Berks,06301,Reading City,05,District 5-0,06301,READING CITY,2016,01,6,1112,11,Daylight,No adverse conditions,Dry,Angle, , ,Four way intersection,Traffic signal, ,Urban,0,0,3,2,No,No,40 21:00.949,75 55:03.752,1120,1112,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3503,-75.9177, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3503, -75.9177)"
2016000137,02,Allegheny,02212,Marshall Twp,11,District 11-0,02505,NORTHERN ALLEGHENY REGIONAL,2016,01,6,0800,08,Dawn,No adverse conditions,Dry,Rear-end, , ,Mid-block,Not applicable, ,Urban,0,0,1,2,No,No,40 40:00.336,80 07:19.383,0844,0832,  , ,No, , , ,No Controls, , , , , , , , , ,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6668,-80.1221, ,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.6668, -80.1221)"
2016000140,15,Chester,15406,Kennett Square Boro,06,District 6-0,15406,KENNETT SQUARE BORO,2016,01,6,1113,11,Daylight,No adverse conditions,Dry,Angle, , ,T intersection,Not applicable, ,Rural,0,0,3,2,No,No,39 50:13.167,75 42:47.646,1118,1113,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.837,-75.7132, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(39.837, -75.7132)"
2016000143,02,Allegheny,02403,Baldwin Boro,11,District 11-0,02403,BALDWIN BORO,2016,01,6,0638,06,Dark street lights,No adverse conditions,Dry,Sideswipe (Opposite dir.), , ,Mid-block,Not applicable, ,Urban,0,0,1,2,No,No,40 23:16.310,79 56:43.780,0638,0638,  , ,No, , , ,No Controls, , , , , , , , , ,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3879,-79.9455, ,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.3879, -79.9455)"
2016000147,36,Lancaster,36225,Mount Joy Twp,08,District 8-0,36505,NORTHWEST LANCASTER CNTY REGIONAL,2016,01,6,1132,11,Daylight,No adverse conditions,Dry,Angle, , ,Mid-block,Traffic signal, ,Urbanized,0,0,2,2,No,No,40 08:17.275,76 35:06.486,1132,1125,  ,1, ,North And South, , ,Device Functioning properly, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1381,-76.5851, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.1381, -76.5851)"
2016000148,33,Jefferson,33403,Brookville Boro,10,District 10-0,33403,BROOKVILLE BORO,2016,01,6,1200,12,Daylight,Snow,Ice,Hit fixed object, , ,Mid-block,Not applicable, ,Rural,0,1,1,1,No,No,41 09:38.686,79 04:34.491,1208,1205,  ,1, ,East, , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,41.1607,-79.0762, ,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(41.1607, -79.0762)"
2016000152,40,Luzerne,40204,Butler Twp,04,District 4-0,40204,BUTLER TWP,2016,01,6,1304,13,Daylight,No adverse conditions,Dry,Non collision, , ,Mid-block,Not applicable, ,Rural,0,0,4,1,No,No,41 03:28.037,75 57:42.090,1314,1304,  , ,No, , , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0578,-75.9617, ,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(41.0578, -75.9617)"
2016000154,46,Montgomery,46102,Cheltenham Twp,06,District 6-0,46102,CHELTENHAM TWP,2016,01,6,1312,13,Daylight,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable, ,Urban,0,0,1,1,No,No,40 04:54.500,75 07:59.900,1317,1312,  ,1, ,East and West, , ,No Controls, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0818,-75.1333, ,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.0818, -75.1333)"
2016000155,25,Erie,25302,Erie City,01,District 1-0,25302,ERIE CITY,2016,01,6,1423,14,Daylight,Snow,Snow covered,Hit fixed object, , ,Mid-block,Not applicable, ,Urban,0,1,3,1,No,No,42 06:14.395,80 03:42.354,1425,1424,  , ,No, , , ,No Controls, , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42.104,-80.0618, ,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(42.104, -80.0618)"
2016000160,25,Erie,25213,Millcreek Twp,01,District 1-0,25213,MILLCREEK TWP,2016,01,6,1421,14,Daylight,Snow,Snow covered,Angle, , ,Off ramp,Stop sign, ,Urban,0,1,5,2,No,No,42 05:38.249,80 00:23.325,1437,1421,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42.094,-80.0065, ,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(42.094, -80.0065)"
2016000161,23,Delaware,23106,Radnor Twp,06,District 6-0,23106,RADNOR TWP,2016,01,6,1533,15,Daylight,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable, ,Urban,0,0,1,1,No,No,39 59:42.453,75 22:38.262,1538,1533,  ,1,Yes,North, , ,No Controls, , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9951,-75.3773, ,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(39.9951, -75.3773)"
2016000162,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2016,01,6,1529,15,Daylight,No adverse conditions,Dry,Rear-end, , ,Other,Traffic signal, ,Urban,0,0,3,3,No,No,40 25:45.428,79 59:57.266,1559,1554,  ,2, ,West, , ,Device Functioning properly, , , , , , , , , ,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4293,-79.9992, ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4293, -79.9992)"
2016000166,64,Westmoreland,64102,Penn Twp,12,District 12-0,64102,PENN TWP,2016,01,6,1625,16,Daylight,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,0,2,2,No,No,40 19:43.679,79 35:51.635,1635,1625,  , ,No, , , ,No Controls, , , , , , , , , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3288,-79.5977, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"(40.3288, -79.5977)"
2016000181,49,Northumberland,49203,East Chillisquaque Twp,03,District 3-0,68F06,PSP - Milton,2016,01,6,0130,01,Dark no street lights,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Not applicable, ,Rural,0,0,2,1,No,No,40 59:54.914,76 48:27.951,0627,0619,  , ,No, , , ,No Controls, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9986,-76.8078, ,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.9986, -76.8078)"
2016000188,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2016,01,6,1710,17,Dark street lights,No adverse conditions,Dry,Angle, , ,T intersection,Traffic signal, ,Urban,0,0,2,2,No,No,40 26:17.196,79 59:44.412,1730,1715,  ,1,Yes,North, , ,Device Functioning properly, , , , , , , , , ,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4381,-79.9957, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"(40.4381, -79.9957)"
2016000189,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2016,01,6,1630,16,Daylight,No adverse conditions,Dry,Hit pedestrian, , ,Mid-block,Not applicable, ,Urban,0,1,5,2,No,No,40 26:10.380,79 55:22.430,1630,1630,  ,1, ,North, , ,No Controls, , , , , , , , , ,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,40.4362,-79.9229, ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"(40.4362, -79.9229)"
2016000191,02,Allegheny,02301,Pittsburgh City,11,District 11-0,02301,PITTSBURGH CITY,2016,01,6,1429,14,Daylight,No adverse conditions,Dry,Hit fixed object, , ,Mid-block,Traffic signal, ,Urban,0,1,1,1,No,No,40 22:45.678,79 55:29.541,1701,1639,  , ,No, , , ,Device Functioning properly, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.3794,-79.9249, ,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"(40.3794, -79.9249)"
2016000192,23,Delaware,23301,Chester City,06,District 6-0,23301,CHESTER CITY,2016,01,6,1735,17,Dark no street lights,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,1,2,2,No,No,39 51:48.190,75 22:00.280,1736,1736,  , ,No, , , ,No Controls, , , , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,39.8634,-75.3667, ,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"(39.8634, -75.3667)"
2016000193,48,Northampton,48212,Palmer Twp,05,District 5-0,48212,PALMER TWP,2016,01,6,1701,17,Daylight,No adverse conditions,Dry,Angle, , ,Mid-block,Not applicable, ,Urban,0,1,3,2,No,No,40 42:39.980,75 16:52.521,1704,1701,  ,1,Yes,North, , ,No Controls, , , , , , , , , ,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40.7111,-75.2813, ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,"(40.7111, -75.2813)"
